,Real Delivery Time (hr),Material Requested (kg),Material Arrived (kg),Material Cost (baht)
2024-11-15,5.287871810594894,1746.9516351339357,1707.8840108463382,5425.067984182364
2024-11-16,5.898192962691799,1733.990504333682,1710.9093086210703,5784.574530242789
2024-11-17,7.929783153572427,1827.5611841831976,1824.6423368075687,5423.775617248271
2024-11-18,8.054630967650555,1835.4681095136286,1896.144105469333,5584.946500325848
2024-11-19,9.048241648885588,1893.3802527449388,2020.585198892822,5356.966227083911
2024-11-20,9.205847688765138,1850.646309161593,1816.5701639809313,5620.662405209448
2024-11-21,6.7716816108433795,1786.1950819588476,1744.106030478579,5586.20625962435
2024-11-22,6.766639658055486,1805.541609406315,1690.000145345562,5705.59829233042
2024-11-23,7.7477755450417565,1696.341987169617,1683.390527867407,5672.7837712559185
2024-11-24,8.98386074684144,1831.5089517399954,1836.276600458218,5763.105846982928
2024-11-25,9.842461236381174,1894.8432979978136,1891.380645099494,5701.513253978837
2024-11-26,12.714744029300524,1992.2804045026578,1952.3759401076225,5572.12994967215
2024-11-27,10.060664738132365,1917.3409235101994,1954.1776806214536,5474.752917415685
2024-11-28,8.669776289445526,1827.5809902581084,1858.8271074806605,5114.978016214179
2024-11-29,10.592193103210178,1840.4117740737595,1788.272929099467,5390.349909851022
2024-11-30,7.6109638580146175,1808.4743886268216,1625.4015777994384,5557.826675930238
2024-12-01,9.627462537577955,1873.2253569508362,1800.4253058328372,5253.856583087453
2024-12-02,12.920296238519096,1926.4142427364452,1827.4472053074642,5672.705874719828
2024-12-03,11.661392182630694,1953.9391864330555,1837.3585852361136,5373.674976848324
2024-12-04,8.476819525048283,1897.131686307819,1906.9719263674895,5786.580786765822
2024-12-05,9.005405663917841,1845.6511171362215,1689.3704083229156,5581.112925275408
2024-12-06,9.329339590248773,1811.809979767097,1778.776217347985,5508.333708799604
2024-12-07,7.283261917422551,1870.0777968272653,1778.2520204572,5563.025331032936
2024-12-08,10.153409798332305,1821.9498621592857,1649.7649966542656,5601.581254722833
2024-12-09,10.033373507907802,1929.1270586680835,1849.3028146599809,5452.287179541383
2024-12-10,10.201598170860535,1869.020356960122,1893.8720017594046,5642.3696549776205
2024-12-11,9.620007845300215,1776.930277188562,1867.9596488133302,5393.34048400457
2024-12-12,6.8371922397200375,1707.8445937483339,1789.834146567837,5680.909898943551
2024-12-13,6.188813601696881,1748.5061278530927,1654.0036758763301,5530.6011160419575
2024-12-14,6.413264725226407,1679.6556707249897,1693.7719688531843,5738.742597593302
2024-12-15,8.013509983560603,1789.4355727998532,1791.5327460671017,5505.740145978757
2024-12-16,11.385031576801484,1963.5291534873545,1781.7701402232933,5680.286609647145
2024-12-17,11.149872262609412,1894.1428492502494,1860.3344686406324,5561.036342872627
2024-12-18,8.714926839463642,1796.3149741176207,1757.8066961053648,5837.156033765897
2024-12-19,4.332487508979005,1785.8554403140686,1752.8260780173418,5882.085825708232
2024-12-20,6.441191881139431,1670.604452095912,1739.503182905991,5953.414891897425
2024-12-21,7.354878581164836,1831.0173393641205,1711.1068488231756,5573.1260985878225
2024-12-22,8.545167200408361,1830.3702454129939,1748.5111906385293,5335.299871315796
2024-12-23,11.24266505377015,1984.7973049456807,1959.4186421791658,5715.894285739116
2024-12-24,12.646422396594433,1966.2052808005471,1855.6689921547268,5837.8391847816765
2024-12-25,10.983717508791232,1951.682251016937,1950.307406210752,5975.586744535964
2024-12-26,8.164508783890746,1814.177196734266,1821.6192741303114,6162.517594325976
2024-12-27,6.711179489087946,1825.9246809402146,1825.38684016267,5839.759992933038
2024-12-28,8.104560126650266,1856.946715386647,1927.1779024115096,5422.754528534874
2024-12-29,11.700462074236642,2011.5584367858507,1812.763465548271,5846.290328062592
2024-12-30,11.68106534375514,2031.6802685478021,2011.9303069267232,6240.312303337314
